review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
R39UMF6NJJUB01, Best simple pillow ever!,DuduHUJI,5,16-Sep-21,"Just L-O-V-E these pillows so much... 10/10.
So affordable and so well stitched and build.
Comfy as a comfy pillow can ever get (although it is very subjective).
Plain, simple, and does what it's meant to do - to be comfortable.
The filling is great and the height is also just the way I like it to be.
So happy with them that I bought 6 packs of 2 for the whole family (12 pillows!).
Super great deal.",positive
R1XD4UO0DYOBIV, Extrememly Comfortable Pillows,K. Detzler,5,15-Jun-20,"I had to write a review because I am, hands down, the pickiest person when it comes to pillows. These pillows are fantastic. They are large and super comfortable. I'd have to say they are medium, in between firm and soft. I have a lot of issues with waking up with my neck out and a headache. These pillows seem to provide great support as I haven't had any issues since using them. My husband has also gone from sleeping face down, arms under the pillow to on his back and side. That has been a huge improvement as he would wake up with his arms asleep. Highly recommend these.",positive
RG0JV81RQ7O2M, JUST BUY THEM!,SJ,5,3-Oct-21,"I LOVE THIS PILLOW!

By no means am I qualified to rate pillows on their effectiveness. Honestly, I’ve had pillows that were pretty flat & they were fine to me. However, I decided to get some new ones & I ended up going with this brand. I have their Duvet & I really like it.

Anyway, back to the pillows. First, I love how affordable they are. Second, how comfortable & fluffy they are. Not too soft or hard. I’m a stomach/side sleeper & they are perfect.

When they first arrive, they’re vacuum-sealed, so it’s extremely flat. But once taken out, they fluff up immediately. Also, I popped them in the dryer for about 5 minutes which helped even more.

Pictures:
*The pillows w/ the grey trim were taken out of the packaging to fluff up for about 30 mins. & popped in the dryer for about 5 mins.*

The pillows w/ the blue trim: I’ve had them since Jan. of this year & they still work/look good. !

Great buy!",positive
R3RJZWDVZ1J28E, Pick the grey ones!,Kelly,5,30-Jul-20,"I was skeptical to order pillows online but I decided to chance it. These pillows are soft yet firm. They do sound a little ""noisier"" than our old pillows, but they sleep so good I don't mind. I'm a side sleeper and they have done great for me and my husband so far. No mold or arrival issues. They come vacuum sealed in box that looks impossible to contain 2 pillows lol. Once opened they fluff up nicely and don't lose their shape once you sleep on them. Get the grey ones instead of the blue...even though they cost a little more! Better reviews on the grey. Hope this helps.",positive
R17BL8GND7KURP," Cheap, thin, lumpy pillow. Not recommended.",MuxDux,2,28-Apr-20,"These were packed in an impressively thin vacuum bag but failed to impress from the moment of opening. I fluffed and gave them the benefit of the doubt for two nights but they are simply thin, cheap pillows and an utterly poor value at $17 per pillow. Back they go to Amazon. I happened to purchase two pillows of a different brand in the same order and they are far superior. If the reviews for this item are legit, of which I am not sure, the quality control of this item's manufacturer is all over the map. I am not likely to buy pillows sight unseen ever again.",negative
R3CBXZYP1S7BFL, Wish I found these sooner!,"Lisa RN, PHN",5,17-Jun-19,"Purchased these about 6 weeks ago. Super flat out of the bag. Pulled every which direction for a couple minutes and it fluffed WAY up! My Morkie sleeps on 3/4 of the pillow and leaves me a corner. When I get up the pillow hasn’t flattened; which provides great neck support like nothing I have ever received from any prior pillows. This is one that I’d want to bring with while traveling or needing to be admitted into a hospital. Very bad back and need to get a couple vertebrae fused (ongoing back problems for 5+ years.)

I think I have refluffed the pillow maybe 3 times, and it’s because I use it as support under my arm when I’m on my side, making the pillow take the bulk of my weight.",positive
R22NYHLGP81LLJ, WAY Too Soft,NoBodySpecial,1,18-Aug-21,"This pillow was advertised as a Side and Back sleeper pillow, but when I tried to sleep in either position, my neck was way too low as the pillow depressed to about an inch to 2 inches thick. The photos are misleading. These pillows are as soft as a Down filled pillow, but not ""filled.""",negative
R1T26110KTI8GQ, Fluffy and too soft,E. Crisler,3,6-Feb-21,"The price seems right and these are advertised for side sleepers. Well I guess it might be okay if your a 10 year old. I and my wife both tried these and for side sleeping they are useless unless you fold them to double over. Our head hits the pillow and goes almost to the mattress instantly.

If you want a fluffy pillow with now support then these are fine. If you need any level of support and are an adult then I would take a hard pass.",neutral
R34KST8LOHAM6I, Lumpy within 6 months,Holly A. Lynn,2,12-Jun-20,At first the pillows were great...as they werent used yet. Now here we are in September and the pillows havent geld up. They are extremely lumpy now. Not usable anymore as my neck pain gas returned. Hate buying pillows so here we are again trying to find some more. These didnt even last 6 months as they started bunching a month ago. Didnt have time to update my review until now. So i would say pillows are great for looking good but not everyday use by an adult who tries to sleep 7 to hours a night. They wear out and become lumpy!,negative
R270O8FDX6O9AV, Didn't last three months,V Thom,1,17-Nov-21,"I sent these pillows to my daughter when she left for college late August 2021, she sent me a text this morning saying, ""If u need gift ideas for Christmas, my pillows are flat and have developed holes and are losing fluff.... less than stellar performance."" I'm really disappointed, I expect pillows to last longer than 2.5 months. It's like throwing money in the trash when I have to replace things like this so quickly.",negative
R1AP9SRTYL751L, Great pillows,Ruth Metcalf-Hubble,5,23-Oct-20,"My husband and I have only had these pillows a couple of months but they are awesome !! Have not lost their shape, very comfortable and affordable. I have always needed two pillows at night, one of these does the job now. Love this company and have bought other items from them in the past. I highly recommend.",positive
R1LQ3X96BA189X, DO NOT BUY - Save your money!,franny,1,16-Dec-21,"WISH I HAD READ THE REVIEWS! Purchased two Utopia queen size pillows for two adults on 10-20-2020, on LIGHTING DEAL. Loved our new pillows, great support and extremely comfortable. However, within a few months one pillow began to tear apart at the seam and was unable to mend due to location of tear; 11 months later the second pillow has done the same thing! Again unable to mend because of location of tear!",negative
R1MLE3W47W7C7S, **NOTHING** LIKE THE PICTURE,A. Herman,1,25-Sep-21,"I ordered the queen sized version of these pillows several months ago for someone else, and they seemed really nice. Figured I'd order some of my own in king size. They arrived today.

These are NOT EVEN REMOTELY THE SAME PRODUCT. The pictures on the site show two evenly plump, visibly gusseted pillows -- that matches the queen sized pillows I previously ordered. The king sized ones are sad, flat, deflated-looking -- NOTHING like the picture, and NOTHING like what I pictured before.

I wanted supportive side-sleeper pillows of the same quality as they ones I purchased before, that look and perform like the site's pictures and description. I'm so disappointed. These pillows are just awful.",negative
R3IF9VLVXKMYVB, Very nice pillow!!,Nancy Z.,5,5-Jun-18,"I was nervous about ordering pillows online, especially a brand I hadn’t used before. I ordered four of these and I am pleasantly surprised. Don’t flip out when they first arrived, because they are so flat. It’s the vacuum packing. Mine all fluffed up beautifully. FYI...do yourself a favor and also order pillow protectors. I never thought they were essential, but the more and more I have house guests - I realize the protectors are crucial.",positive
R2HAM8A3IKWC4O, Great pillows,Mousey,5,8-Feb-21,"Bought these for my parents,to use when they came to my house and they fell in love with them, so I bought this set for them for their home. When they used them at my house, they said they they were very comfortable and fell asleep faster and gave them great support.",positive
R2EO54124W14U2," Good pillow, but....",Blaze,2,24-Feb-19,"Pillow comes in a very small package, flat as pancakes. Fluff up pretty nice if you follow the directions. They are very comfortable, and are exactly the firmness I like. But, it seems I am very allergic to something about these pillows. Not sure what, as I have no known allergies. Sheets and blankets etc made from exact same materials, but they don't cause any problems. Must be something inside. Was too afraid to cut them open and see what was going on in there. Just being within 5 feet of them cause me to start sneezing and my throat to swell nearly shut. So weird, I have never had an allergic reaction to anything before. Threw them out just to get rid of whatever it was causing it. Since tossing them, problem went away 100%. So it was definitely the pillows. I would have to suggest buying something else.",negative
R3LAVTPD5VTDIF, Comfy,Angel,5,2-Oct-21,"Very comfy. Best pillows I have.

I threw it in a public washer recently. It kinda destroyed the washer so watch your personal one carefully if you decide to put it in.

It may be best to hand-wash/soak.

When I put it in the drier it came out insanely puffy in a good way. I sit on it every day on my computer chair and it's always soft. Collects farts, thus the cleaning.",positive
R2SB43HXXJOV39," Uncomfortable, too flat, not enough neck support",Dmitry,1,28-Jan-18,"I found these pillows to be pretty disappointing - very uncomfortable. I like pillows that are soft but still provide a good amount of neck/head support. I have slept a full night on these pillows and using 1 felt like there was no support at all. It just felt very flat. And I tried to use both at the same time but unfortunately that felt like too much, meaning that my neck wouldn't be straight anymore which, as I know from experience, would give me a headache by the morning. So for me, there is no way that I can use these and get good restful sleep. Just going to have to look for a different pillow now.",negative
R1D0AEQB99NYOX, BUYER BEWARE: DO NOT BUY _ PRODUCT DESCRIPTION IS DECEPTIVE!!!!!,RangerDOS,1,14-Apr-20,"These are not Queen sized pillows, there are 18 x 26 inches: These don't even measure up to Standard size. So my fault for not noticing the dimension and Just trusting the word ""Queen"".

Standard (Regular) is 20 x 26 inches
Queen sized is 20 x 30 inches
King sized is 20 x 36 inches",negative
RP2WL9RC3VUD4," Causes neck problems, stay away.",Desze Adams,1,16-Mar-21,Extremely painful to sleep on pillow. Pillow is soft but is overstuffed and too high causing back and neck issues. I started using this pillow and got severe neck muscle injuries and couldn’t turn my head for a week. Sent me to the doctor for muscle relaxers and ibuprofen. Even after that got better a month later I still haven’t 100% recovered from it. My girlfriend slept on the pillow for one night and had bad neck issues the next morning. Stay away from these.,negative
R2PQHHNY6RNX3P, So far so good,ShellBelleTC,5,30-Jul-20,"These are great pillows, after a month of ordering the first set I ordered another. They come in a flat package so it is a little deceiving at first but I threw them in the dryer and they fluffed right up...almost too much. I fluff them back up by hand every morning and they have maintained their shape for several months now.",positive
R16FUJUE80O7TK, You may like it. I did not and that's okay.,Bender,3,3-Dec-20,"The quality is fine and the product is as advertised.

On a subjective scale,, these pillows are overstuffed and too firm for my preference. These are perfect for setting behind you while you read in bed or for a temporary place to reset your head, but are too firm for a long night's rest. If you want a soft and light pillow, there are likely better products. These definitely offer support, but more than needed for someone of an average build.",neutral
R2FQOKGF367E7E, Disgusting,Lori Zumwalt,1,3-Mar-21,,negative
R22EPN95XBAG2B, Love them. Don’t be deceived by how they arrive!,Ryan,5,18-Aug-19,"Not sure what everyone is complaining about.
These inflated the second I popped the shrink wrap, and I threw them in the dryer for about 30 seconds each and they were huge. Barely fit in my pillow cases.
I’ve had them for a month now and they are fluffy as ever. Super supportive. Very nice pillows.
Would buy again.",positive
R1JIHT5639R6XU, I FINALLY found the perfect pillow!,Brandi,5,9-Mar-21,"I have been on the hunt for new pillows for months now. I have tried several different ones including the Casper pillow, and three other 20k+ reviewed pillows from Amazon and none of them were what I wanted. I had given up, until I did another search and came across these. They are amazing! They are the perfect “medium” pillow and they don’t go flat! I’m a side sleeper and I sleep with one between my legs and these work perfect for both uses.",positive
RV7G69BQOFUSF, Bad Pillows,Caterina Lynn,1,5-May-20,These pillows are extremely soft and do not maintain their fullness!! They flatten out to about 2 inches high when you lay your head on them and do not offer any support for your neck and shoulders. My husband and I both felt as if the pillows were trying to smother us! We are very disappointed in these pillows!! ☹️,negative
R3KPGRBZK8WFMM, Great for side sleepers,New Englander,5,16-Dec-21,"Solid purchase. Stays relatively comfortable temperature-wise. Pleasant fill, not too firm, but the gussets make sure that the pillows' edges don't fall flat. They make good side-sleeper and under-the-knees pillows.",positive
R2ESKQVQIKGUSR," Wonderfully Comfortable, Keeps it Shape, Genuinely Fantastic!",M. Kugelman,5,5-Jul-21,"My Fiancé and I absolute love these pillows!! They’re incredibly comfortable, very supportive and, very importantly, they keep their shape!! He and I both have some issues with sleep (I have trouble getting to sleep and he has trouble sleeping through the night) these pillows have significantly improved our sleep quality. We’ve had them for quite a few months now and have not had a single issue. When they eventually need to be replaced (and I don’t see that needing to be done anytime soon) we will definitely be buying the same ones again!",positive
R2KRNOGUW32O9R, A good Buy.,William d Knight,4,4-Sep-19,"When I received these pillows, at first I was disappointed with them and was ready to return them. They arrived flat in plastic. I had never ordered pillows online before and wasn't prepared for what to expect. After a couple of days, I decided to open the plastic and take them out to my surprise they inflated to full size. I decided to keep them and use them. They turned out to be a good Buy after all. I would recommend them, just take out of the plastic when they first arrived and don't wait a few days like I did.",positive
R1Y3OCZVNIJ1MI, Very flat,deadxmen,1,30-Jul-20,"If you are a side sleeper, this probably isn't the pillow for you. The first time I used it, I could feel my head sink down to the mattress as I lay on my back. This pillow is soft but very flat. Needless to say, it wasn't a good night's sleep. When I slept on my side there was next to no support for my neck. I woke up pretty sore. Again, would not recommend for side sleepers.",negative
R3LWTPT7912Q9N, Offer no neck support for neck pain,De M,2,24-Nov-19,I was sadly disappointed with these. I have major neck problems and these offered almost no support. I need a pillow that supports my neck and these are very soft and fluffy. So if you enjoy soft fluffy pillows then these are for you! If you need firmer with support keep looking!,negative
RSSQ7ZZX6OZ9G," Get these for cushion, but not support.",Victoria,5,21-Apr-21,"This is more of a cushiony pillow than a supportive pillow. I use a TON of pillows when I sleep. I basically make a ""pillow nest"" as I have chronic pain and sometimes pressure anywhere on my body is painful. I need cushion and support on both sides and these were a nice addition to the bed. They're EXCELLENT for elbows and hips or anything else that tends to hurt when lying on a mattress.",positive
R1UA7HJ7YEVRS5," Big, giant, freak head?",Irish Lass,3,15-Jul-20,"I followed the instructions and let them fluff up for about 24 hours after taking them out of the box. The first few nights they were amazing and everything that I hoped for. About a week after sleeping on them, they started to flatten. I put them in the dryer on a low setting to fluff them up again and they were great but they started to flatten out pretty soon after that. I didn’t give it a 2 or 1 star because I might just have a big giant freak head that will flatten all pillows. ;-) I will say that even when they flatten a bit, they still feel really nice and the filling is even and doesn’t shift. That alone is worth 3 stars.",neutral
R13K6CY4GH838A," Not firm, soft ... but still great!",Lori Davis,5,30-Aug-20,"Not a very supportive pillow. Flattens when you lie on it.
I have no issue with it because I sleep with an orthopedic neck pillow. I bought these to go with our new king bed.

They smelled nice as I unpacked them. The packaging was nice too. Didn't take them long to fluff up after unpacking.

Nice pillows!",positive
R3SUV2AGT7Y52W, Lumps.,Customer,1,26-Dec-20,On the first night of use the pillow separated into two giant lumps. A couple weeks in and it’s all just a mass of lumps sewn in a cover. Do not recommend.,negative
R2YQO19AUQFNHG, Three words Mediocre,Jason Does Hollywood,2,4-Jul-21,"Not worth it. Don’t buy these. It’s not even worth it for me to invest too much energy into this review. I bought four of this mediocre pillows. If you like bending pillows into 2 ,or 3 sections on a single pillow. Buy them. If you want to feel awkward trying to bend a pillow into a decent shape to get comfortable. This whole review could have been said with one word……. Mediocre.",negative
R5CKEP4LU7J8U, Very happy with these pillows,BLFord,5,27-Sep-21,"I’m impressed with these pillows. They are made very well, comfortable and still have plenty of support for a side sleeper. I still find I can still sleep on my stomach or back without the usual pain of a stiff neck. I have brought a lot of different and more expensive pillows but these are the most comfortable I’ve had in years. I highly recommend these.",positive
R1L4HFZXFBQF3C, Not much support/very soft,Lakermamba,2,13-Dec-17,"The description says the pillows are Medium-firm.They are VERY soft to me.If you like very soft pillows you might love these,but I need a little support so my head doesn't sink into the bed..They did come nicely packaged,other than that they are similar to the $9 for two pack of pillows at Walmart.Also,At this point I'm not even sure what 'Queen size' pillows are. My Walmart pillows say 'standard' and they are both the same size.
When I lay on the pillow the pillow seems to flatten to 1 inch between my head and the bed,it's super fluffy looking,but not while in use.",negative
R3R0C10BOOIGWR, LOVE my new pillows,Sheryl Magdycz,5,25-Feb-21,"I was a little hesitant to order pillows online but these had good reviews. I was super skeptical when I received them and they were vacuum sealed because they were so flat. I sleep with lots of pillows and after 3 nights with these I am ready to order 2 more and get rid of the rest of my pillows - I LOVE them! Highly recommend and will be buying at least one more set, maybe 2. I like firm pillows but not something too flat and these are awesome. They also were shipped and delivered quite fast.",positive
R3D9D3JLFPNU1N," So far, so good",Joshua D. Mccracken,4,19-Jul-20,"I purchased these pillows along with a set of sheets by the same manufacturer. The sheets are coming apart after less than a month, but the pillows seem to be holding up well enough. Time will tell, however. I will say, that after I opened them they had a very distinct smell that I would call ""citrusy."" I had a few other people smell them and they said the same thing. Fortunately, the scent disappeared a few days after being out of the packaging.",positive
R1JKNZAB8DE2IF, No support for side sleepers,Courtney & Tony (Best husband☺️),3,12-Oct-20,These are the types of pillows that look fluffy but once you lay on them all the air goes out of them and you have no cushion. They might be ok for a back sleeper but if you're a side sleeper this will make your neck crane over like you're not even sleeping with a pillow. Very uncomfy other than for the use of using is as a prop between you and the headboard/wall. Depending on the bed you have. Will be using a decorative pillows in the future. They're okay for if you like a pillow between you legs when you sleep though.,neutral
R3A60OU0OTDXZ, Not a good pillow,FLAN,1,5-Jan-22,"I shall be returning the pillows! Why? They offer no support what so ever! I don't like pillows that try to suffocate me! Yeah, they're big and fluffy but I need a firm pillow. These pillows would work inside a pillow sham but I can buy cheaper pillows for that. Thankfully I kept the box and plastic bag that they came in and I shall return them. I've learned my lesson, I shall be going to an actual store and feel the pillows for excessive fluffiness or firmness, you can't do this when buying pillows online.",negative
R2H4YULF9BATRQ, Not for stomach sleepers!!,jessica browe,1,17-Feb-21,"Not for stomach sleepers as stated in description! Holds your heads way too high!
However husband sleeps on his back and he loves them, and our daughter sleeps on her side, she loves them too! So the pillows did not go to waste, they just were not able to be used for me as I am a stomach sleeper. Which is what I had intended them for. Oh well atleast money wasn't wasted!",negative
R11QUXGRT22CTG, Great for side sleepers,Brian,5,27-Feb-21,Bought 2 of these so far and will buy more! Very comfortable for side sleepers. Shipping and packaging great and arrived in a timely fashion as promised- actually I believe a day early. Good quality and do. not totally flatten down and stay there. Easy to plump back up by shaking the pillow out. Compressed just enough over time to be totally comfortable. Takes a few days to adjust to your head pressure but still comfortable.,positive
R3SQHMCX9B5JPR, Avoid this pillow!,Long time Amazon Customer,1,20-Nov-19,These pilllows are terrible! It is like sleeping on the cheapest junk pillow you would find at a garage sale. I didn't return them because I struggled with how to repackage them! They were not worth the effort and cost of returning! I have not one single positive thing to comment. Filling is too soft and feels like chunks of foam. They offer zero neck support. Bad for my back! No matter what position I tried they were uncomfortable! My old pillow that I had planned to throw away is 100% better then this terrible product!,negative
R38FWP3DRFN3SD, Great Pillows for a great price.,JOSEPH,5,25-Feb-19,"i have used these pillows for about 2 weeks now. I am vrey happy with the purchase. They fluffed up very easily and have kept there shape so far. They have plenty of filling and are not flat pancake pillows. they have good support and conform nicely. The quality is nice. there were no loose threades or holes, the gusset allows nice air flow, so pillows fluff up nicely. comes with instructions for recommended fluffing, which I thought was funny. I am happy with my pillows and would recommend these pillows to people who like a fuller pillow with a little more support. if you like the flatter pillows these are not for you.",positive
R13CBPICLVVND6, Keeps it shape and is worth,Nicole,5,20-Jan-21,"I purchased 2 packs of these and honestly if I have to buy any more pillows which I will these will be the ones I buy. They are new but I can tell already that they don't need to be fluffed. They will keep their shape. Regardless if you're a side, back, or front sleeper they are perfect. The price is good as well. And NO, I wasn't paid to write this review. I'm a real customer who used her own money to purchase these. 😉",positive
R2VJT4HZCWBT02, So comfy!!,Tatyana Sierra,5,17-Jul-20,I’m currently laying on one of the two pillows that I bought and it’s giving me all the support I want but didn’t know I needed. I washed them in cold water and dried them on low heat for about 45 mins and they went right back to their original shape. I bought these for my mom a couple of months ago and she begged me to buy some for myself because I was waking up with an aching shoulder from sleeping on my right side. She said it helped her sleep better so I’ll see how it does for me tonight.,positive
R6TE7HZ07NEIZ, Super soft; not firm,Amazon Customer,1,10-Jan-20,"Maybe I received the wrong pillows? My head goes straight down do that I’m looking at pillow. No support or firmness. Woke up with a headache & shoulder pain on the side I tend to favor the first morning after I used this. The second night, the pain woke me a couple of hours into sleep so I switched back to my old pillow. My husband, who hates my pillows because they aren’t soft enough for him, remarked this pillow may even be too soft for him! So disappointed as I need new pillows.",negative
ROYAMU88XKA0A, Aunt Jemima Ain't Got Nothing On These Pancakes.,joy,2,7-Nov-20,"Purchased these pillows to place on headboard for back support when sitting up in bed. Flat as a pancake...take the product photo shown in the description and cut the bottom pillow in half horizontally...this is about the actual size of the pillow. Yes, the pillows are vacuum packed. Yes, I did allow several hours for the pillow to fluff. Days later still a pancake...light, fluffy but less filling :)",negative
R2NRFLPRTGGFVJ," Sinks down, no support",DJ,2,25-Jun-21,"It looks fluffy and soft, but as soon as you lay your head on it, you feel like there is all pillow surrounding your head but no support for your neck. Drowning in pillow but no real comfort. Good for a body pillow or sitting on the couch for extra support though so I decided to keep it. But don't recommend sleeping on it for your head long term.",negative
R9A3HD9JHDCAR," Fluffy, but a bit stinky at first",tlight,5,25-Jan-19,"These came supercompressed and folded in half in a tiny package. They fluffed up right away, but smelled like isopropyl alcohol. It wasn't a stench, but just enough to turn my stomach. You know, hotel pillow smell. So I put them in the dryer with dryer balls and a fabric softener for half an hour and what emerged was one of the fluffiest, most decadent pillows I have ever owned! I usually sleep on a gel and latex pillow, but wanted a couple to fill out my duvet shams. Now I am rethinking the decorative nature of my purchase and am going to sleep on them. I will update if they don't hold up, but for now, I am pretty pleased.",positive
R3TKYSXANW2CAJ, I can't even explain it,Emily Phelan,5,4-Nov-21,"You guys. I can't even begin to describe how great these pillows are. My husband and I have WILDLY different needs, and we are both sleeping better with these after a week. I have neck/shoulder issues, he has an ABI (similar to a traumatic brain injury in some ways). I like a firm, supportive pillow, he likes a soft, squishy blob. WE. ARE. BOTH. HAPPY. Seriously, buy these pillows.",positive
R3IP8AVY2EPZ56, SOOOO SOFT. Keep fluffed.,Sam&Bryan,5,6-Dec-19,My fiancé bought these for us and I LOVE these pillows. I sleep on my back and my fiancé sleeps on his stomach and side and back lol he did not like it. He likes it for when the bed is made and it looks nice but he doesn’t use it I kind of just adopted his too. I sleep with one under my head and one along my side or under my feet or kind of like a body pillow? Just make sure when you make your bed in the morning to fluff them back up and to not put any other pillows on top. They’ll refluff but it takes forever so just keeping them fluffed and on top is a good idea.,positive
R1FYLLJODUQEM, Too bulky,Natz,1,26-Dec-20,"We didn't like these. Returned. Too bulky and just not the type we like. Some people may, just not for us.",negative
R1LJR41UPXFK37, Mid range Firm (medium-firm) Best Pillows I've ever bought. PERIODT!!!!,James B.,5,8-Feb-20,"And I know the word ""period"" does not have a ""t"" in it so don't judge the review by this intentional inclusion of the letter ""t"" at the end of the word, period. Now on to the review. Best nights sleep I've had in months. These pillows are perfect. I read other reviews and wasn't sure what to expect. But let me tell you as someone who is picky. These pillows fall right at the medium-firm range. In simple terms, lets establish that there are three categories of firm (including soft-firm, medium-firm, and firm). These pillows fall perfectly in the middle at medium-firm. I am writing this review at 5 AM in the morning and as soon as I finish this review, I am ordering more of these pillows. This is money well spent and if they raised the price another $5 to $7, I would definitely buy them again without hesitation. If I had an Amazon store credit card, I'd buy 3 more sets total for me and 2 sets for my 2 grandkids. One more thing....don't get upset thinking the driver forgot to bring your pillows when you open the box like I did. The pillows are shrink wrapped and expand when taken out of the plastic. Lol",positive
R377Z716HB0Q4G, Hard to write a review for a pillow,Eric-Abby M.,5,6-Dec-21,"I was very skeptical to buy pillows online but was in a pinch and needed some asap so I read through as many pillow reviews as I could and decided to give these a try. They are exactly what I was looking for! Plush. Flexible enough to bend and hug and still have support. I can sleep on my stomach, side or back and still love these pillows",positive
R21GI93G1FXE7B, Fluffy but not firm (No support),Amazon Customer,5,6-Feb-21,"If you like fluffy (to the point the pillow is swallowing you whole), and not firm this is the pillow for you! I've bought this pillow before (grey) and those are definitely better for some reason. These pillows are very soft to the point when you lay on them its maybe an 1/2 inch from you and the bed. I like pillows thats a little more firm. I just got these today and I'm going to give them away because I ordered another set that I prefer better! I kinda feel bad about it because these pillows suck....anyway Good luck!",positive
R14TG4IZNRL9U3, The King Size Pillows Are Very disappointing,Kelly Robinson,2,21-Oct-20,"I first bought the Queen size pillow and I was so impressed with it that I ordered the King size pillows too. What a disappointment. Side by side, the king size pillow is only half as thick as the queen size pillow and is very floppy with no support.",negative
R2RW0P1MK2X229, Way too soft,StephK,2,2-Aug-21,"Was looking for a firmer pillow as I go back and forth between sleeping on my back and sides. With this pillow it is so soft and does not provide any support for either sleeping method. Made for uncomfortable night sleep with having to adjust the pillow several times, while tossing and turning. Will likely not hold up long at all and need to be replaced soon.",negative
R1BHX9LAVB32GG, Another Too Soft Pillow,Erin,2,15-Mar-21,"I am very picky about pillows. I wanted a pillow with medium thickness and super firm that is good for side sleepers. I thought this might work for me, but it's too soft. My head just sank into it and there was no support. I tried to like it, but I just couldn't. I gave it to my daughter and she likes it. I'm still on the search for the perfect pillow.",negative
RIGSJ7JK3NH6B, How do they get them so fluffy?,Treecub,5,24-Feb-21,"I own a set of these in king size as well, they've held up for two years, so now that I've downsized my bed, I came back to the same ones.

To speed up the inflation of the pillows stand up,and throw them on the floor. My last roommate and I made a game of it and about died laughing.

Fluffy, so comfy, and still fit well within my queen size pillow cases.",positive
R37LIORF6WLQ6B, Manufacturing/Quality Control Issues,loon,2,18-Apr-21,"I have bought these twice previously over the last few years and I liked them a lot. The design is perfect for how I sleep.

My most recent (third) purchase arrived with filling spilling out and caught up in the seams, which were frayed or otherwise messed up in multiple places as it looks like the filling was coming out during the sewing process and the filling got in the way. The bag had filling in it as well due to this.

I ordered a replacement pair and they arrived promptly with the same issue. I simply returned the second pair and will look for another brand from now on.

One pair having this issue wouldn't have been a problem, but when the replacement shows up with the same issue it suggests a problem with the manufacturing or quality control process.",negative
R3JMHB7MU8MPGK, Sad for Americans,Freedom of Speech,5,17-Jan-21,So soft and prefer them!! Too bad Amazon is restricting free speech though. 😭,positive
R1YM9H1QO21LCX, Horrible pillows,Erin Fusco,1,17-Jul-20,Horrible pillows. I opened one and could instantly tell they wouldn’t be comfortable. When you lay your head down it hits the mattress. There’s nothing to these pillows to support your head at all. What’s worse is I’m stuck with them. They come vacuum sealed in a tiny box. As soon as you pull them out they start “inflating”. I couldn’t get half of one back in the box. I didn’t have any higher boxes to return them in. When requested to return I was only given the labels to send back and would have needed to buy a box to stuff them into. It wasn’t worth the cost of the box vs what I spent on them. Don’t waste your money.,negative
RZ8DVTI2RR359, Winner,carol,5,31-Aug-19,"I bought these to replace my JC Penny pillows have had for Several years! Ended up putting in guest bedroom. Recently my daughter and son-in-law came to visit. My son-in-law said after first night sleeping on them, he loved my pillows. He usually is quiet, so I was impressed. He said it's hard to buy a pillow that doesn't hurt your neck. So I ordered another set and having delivered to them when they get home.",positive
R1PAQDSPZUEYZE, I was desperate and didn’t have a lot to spend,Cindy Karol,2,7-Sep-21,I’m not a fan. The stuffing seems to shift and I don’t think I have particularly heavy head.no support!!! I just needed pillows and…you know I just don’t love these and there are better pillows out there. These aren’t it. And they are slippery my pillow case gets all twisted from these and I’m constantly adjusting. No. Just no.,negative
RX0SDPZ0O1UI4, The best pillows!,Jazzie ortiz,5,14-Aug-20,"Forgive well I’m in the middle of painting walls. This type of pillow to me has been the best pillow ever! I replaced the my pillow with these you will need king size pillow cases as you can see queen did not fit so I ordered king to see if the pillows fit, or I’ll have to make my own pillow cases well worth the price highly recommend the comfort they give will give you a better nights sleep. And if you don’t got a cuddle buddy these will do lol",positive
RSKHQZ4PV4DUI, I'm in love,Leslie Carron,5,24-Apr-21,"I used these pillows almost immediately after taking them out of the vacuum packaging so the first nigh they weren't fully fluffed. But oh my goodness, the second night, I felt like I was sleeping on a cloud! They are super soft and fluffy, like a luxurious hotel. But they don't squish like memory foam. I've already sent the product link to all my coworkers.",positive
R1HQKY9P6B1RBF, Do Not buy unless you want a mushy not supportive pillow,Meeko,1,2-Jan-20,"Pillow is full of bits and pieces of some sort of shredded material that will clump up with use. I expected the pillow to
fluff up after unpacking. It did a little but nothing like a real pillow. The outer wrap seems to be decent but what ever they put inside is very disappointing. I will try to return this product but now I have to find a box larger enough as they came packed totally flat about 3/4 inch.",negative
RO3IVP8X9WS99, Too hard!,Susan Sterling,1,1-Nov-19,These pillows are not 'medium' firm... they come compressed and you have to unseal them and let them sit for a day or two to fully expand. At that point it was a struggle to try and fit get them in my pillowcase. Way too hard and full. I took them right out of the pillowcases and didn't even subject myself to what I know would have been a bad night's sleep. Was so disappointed considering all the great reviews. Now they are uncompressed and not in 'original packaging' so I'm stuck with them.,negative
R2I89J2VCJJMXX," Comfortable, but I wish they were just a little thicker",John,4,18-Jun-20,"These pillows are pretty comfortable, but I wish they were just a little thicker. I toss and turn, and usually end up sleeping on my side. Although I prefer my head being a bit higher up, these pillows don't give me the occasional neck stiffness others do. Hard to find a perfect pillow for everyone, but I can't complain too much about these yet.",positive
